	NG.16677_M53_iso_preg_placenta_lib271061_6029_8_1	NG.16677_M55_aly6g_preg_placenta_lib271064_6029_8_1	NG.16677_M56_aly6g_preg_placenta_lib280131_6085_1_1	NG.16677_M62_iso_preg_placenta_lib271062_6029_4_1	NG.16677_M63_aly6g_preg_placenta_lib280132_6085_1_1	NG.16677_M65_iso_preg_placenta_lib280130_6085_1_1	gene_name	ENSEMBL.tag
ENSMUSG00000061950	1251	1397	1752	1403.001	2148	2140.001	protein phosphatase 4, regulatory subunit 1	Ppp4r1
ENSMUSG00000061952	0	0	0	0	0	0	olfactory receptor 1377	Olfr1377
ENSMUSG00000061958	0	0	0	0	0	0	defensin, alpha, 38	Defa38
ENSMUSG00000061959	13	7	6.007	19	1	46	carboxylesterase 1E	Ces1e
ENSMUSG00000061961	0	0	0	0	0	0	olfactory receptor 815	Olfr815
ENSMUSG00000061972	0	0	0	0	0	0	olfactory receptor 99	Olfr99
ENSMUSG00000061974	0	0	0	0	0	0	claudin 24	Cldn24
ENSMUSG00000061977	0	0	0	0	0	0	taste receptor, type 2, member 104	Tas2r104
ENSMUSG00000061979	367	434	537	382	568	520.999	reculator of chromosome condensation 1 like	Rcc1l
ENSMUSG00000061981	654	621	847	839	1308	1329	flotillin 2	Flot2
ENSMUSG00000061983	1175.736	2816.945	2441.458	2750.06	1928.179	2323.255	ribosomal protein S12	Rps12
ENSMUSG00000061984	0	0	0	0	2.007	2.027	olfactory receptor 392	Olfr392
ENSMUSG00000061991	0	0	0	0	0	0	H2A clustered histone 10	H2ac10
ENSMUSG00000062006	4514.249	10301.892	10472.239	9499.044	8207.127	8315.417	ribosomal protein L34	Rpl34
ENSMUSG00000062007	18.032	17	11.013	15	36.469	57.041	hematopoietic SH2 domain containing	Hsh2d
ENSMUSG00000062012	43	50.001	54.999	47	68	59	zinc finger protein 13	Zfp13
ENSMUSG00000062014	2133	1973.003	2739.037	2436.001	3455.007	4096.01	glia maturation factor, beta	Gmfb
ENSMUSG00000062017	4	0	1	3	3	1	ATP-binding cassette, sub-family A (ABC1), member 14	Abca14
ENSMUSG00000062028	0	1	3	0	1	1	immunity-related GTPase family, cinema 1	Irgc1
ENSMUSG00000062031	96	79	169	171	160	278	protein glucosylgalactosylhydroxylysine glucosidase	Pgghg
ENSMUSG00000062037	0	0	0	0	1.001	0	olfactory receptor 285	Olfr285
ENSMUSG00000062040	127	149	187	135	206	192	zinc finger protein 27	Zfp27
ENSMUSG00000062042	0	0	0	0	0	0	olfactory receptor 294	Olfr294
ENSMUSG00000062044	41	37	45	58	82	70	lemur tyrosine kinase 3	Lmtk3
ENSMUSG00000062054	620	813	925	875.001	696.999	1487.001	isoamyl acetate-hydrolyzing esterase 1 homolog	Iah1
ENSMUSG00000062061	1	4	0	15	0	2	odorant binding protein 2A	Obp2a
ENSMUSG00000062064	31	12	26	30	4	75	solute carrier family 2 (facilitated glucose transporter), member 7	Slc2a7
ENSMUSG00000062070	6368.371	10516.282	11690.009	8413.436	10205.363	12363.586	phosphoglycerate kinase 1	Pgk1
ENSMUSG00000062074	0	2	0	3	0	1	cellular communication network factor 6	Ccn6
ENSMUSG00000062075	235	172	277	225	289	348	lamin B2	Lmnb2
ENSMUSG00000062077	0	0	0	0	1	0	tripartite motif-containing 54	Trim54
ENSMUSG00000062078	2543.438	1568.664	2993.772	2169.111	3758.3	3546.185	quaking, KH domain containing RNA binding	Qk
ENSMUSG00000062082	8.474	12.555	16	21.6	28	13.012	CD200 receptor 4	Cd200r4
ENSMUSG00000062098	2101	1660.833	3426.943	2733	5871.418	4486.058	BTB (POZ) domain containing 3	Btbd3
ENSMUSG00000062101	55.53	32.841	64.517	76.162	70.868	111.04	zinc finger protein 119b	Zfp119b
ENSMUSG00000062103	0	0	0	0	0	0	olfactory receptor 924	Olfr924
ENSMUSG00000062105	0	0	0	0	0	0	olfactory receptor 183	Olfr183
ENSMUSG00000062110	202.185	232.265	261.257	197.002	290.117	270.072	Sec1 family domain containing 2	Scfd2
ENSMUSG00000062115	502	282	543	340.999	772	600	retinoic acid induced 1	Rai1
ENSMUSG00000062116	305.413	319.614	433.369	351.481	459.6	425.29	zinc finger protein 954	Zfp954
ENSMUSG00000062121	1.088	0	2.865	0	0	1.086	olfactory receptor 149	Olfr149
ENSMUSG00000062124	1	4	0	0	1	0	defensin beta 45	Defb45
ENSMUSG00000062127	1221.001	948	1703	982.978	2193	1573	CTTNBP2 N-terminal like	Cttnbp2nl
ENSMUSG00000062128	0	0	2.907	0	0	0	olfactory receptor 20	Olfr20
ENSMUSG00000062132	0	0	0	0	0	1	Rho GTPase activating protein 33, opposite strand	Arhgap33os
ENSMUSG00000062142	1.001	0	1.051	2.042	3.353	3.908	olfactory receptor 569	Olfr569
ENSMUSG00000062148	9.363	6.124	4.083	6.082	5.114	6.146	eosinophil-associated, ribonuclease A family, member 6	Ear6
ENSMUSG00000062151	3	5	0	17	3	24	unc-13 homolog C	Unc13c
ENSMUSG00000062154	0	0	0	1	1	2	testis expressed 33	Tex33
ENSMUSG00000062157	251	106	207	196	348	464	interferon lambda receptor 1	Ifnlr1
ENSMUSG00000062162	0	0	0	0	0	0	MAGE family member B1	Mageb1
ENSMUSG00000062165	0	0	0	0	0	0	vomeronasal 1 receptor 232	Vmn1r232
ENSMUSG00000062168	0	1	2	2.726	2	1	protein phosphatase with EF hand calcium-binding domain 1	Ppef1
ENSMUSG00000062169	940.047	924.001	1306.003	1102	1208.002	1618.005	cornichon family AMPA receptor auxiliary protein 4	Cnih4
ENSMUSG00000062170	1420.001	1457	1871.001	1467	1529	2116.999	Fmr1 neighbor	Fmr1nb
ENSMUSG00000062175	409	436.83	532	480	1027	519	TGFB-induced factor homeobox 2	Tgif2
ENSMUSG00000062181	0	0	0	0	0	0	carboxylesterase 3B	Ces3b
ENSMUSG00000062184	33	31	31	56	28	51	heparan sulfate 6-O-sulfotransferase 2	Hs6st2
ENSMUSG00000062186	0	0	0	0	0	0	olfactory receptor 395	Olfr395
ENSMUSG00000062190	197	248	302	288	341	389	LanC (bacterial lantibiotic synthetase component C)-like 2	Lancl2
ENSMUSG00000062198	136.427	153.238	171.117	139.049	132.354	207.694	RIKEN cDNA 2700097O09 gene	2700097O09Rik
ENSMUSG00000062199	0	0	0	0	0	0	olfactory receptor 1465	Olfr1465
ENSMUSG00000062200	0	2.565	6.44	0	1.512	0	vomeronasal 2, receptor 7	Vmn2r7
ENSMUSG00000062201	1.764	6.674	33.838	4.942	23.649	25.494	prolactin family 3, subfamily d, member 3	Prl3d3
ENSMUSG00000062202	495.395	278.883	541.076	428.822	672.344	740.361	BTB (POZ) domain containing 9	Btbd9
ENSMUSG00000062203	1959.996	2368	2987.268	2231.994	3264.844	3257.001	G1 to S phase transition 1	Gspt1
ENSMUSG00000062204	0	0	0	0	0	0	olfactory receptor 1373	Olfr1373
ENSMUSG00000062209	0	1	0	0	1	8	erb-b2 receptor tyrosine kinase 4	Erbb4
ENSMUSG00000062210	1654.99	2400.515	3141.288	2077.082	2575.906	2336.78	tumor necrosis factor, alpha-induced protein 8	Tnfaip8
ENSMUSG00000062232	1124.014	605	1314.238	939.171	2158.001	1435.344	Rap guanine nucleotide exchange factor (GEF) 2	Rapgef2
ENSMUSG00000062234	2314	2242	2775	2311.905	3511.963	3563.999	cyclin G associated kinase	Gak
ENSMUSG00000062245	0	0	0	0	0	0	olfactory receptor 170	Olfr170
ENSMUSG00000062248	209.284	370.599	298.545	431.972	384.797	466.323	CDC28 protein kinase regulatory subunit 2	Cks2
ENSMUSG00000062252	1	0	0	0	0	0	lipoma HMGIC fusion partner-like 5	Lhfpl5
ENSMUSG00000062257	9.512	8.434	4	9.048	2	17	opioid binding protein/cell adhesion molecule-like	Opcml
ENSMUSG00000062270	5492.023	6909.983	8138.59	6864.622	7586.213	9464.796	mortality factor 4 like 1	Morf4l1
ENSMUSG00000062272	1.997	0	2.011	0	0	0	olfactory receptor 1129	Olfr1129
ENSMUSG00000062275	0	0	0	0	0	0	F-box and WD-40 domain protein 24	Fbxw24
ENSMUSG00000062278	0	0	0	0	0	0	predicted gene 11562	Gm11562
ENSMUSG00000062296	92.197	19.023	29.136	10.018	47	48.135	tetratricopeptide repeat and ankyrin repeat containing 1	Trank1
ENSMUSG00000062300	6115	5232	9884	5444	9447.999	7169	nectin cell adhesion molecule 2	Nectin2
ENSMUSG00000062309	23	22	40	38	19	78	ribonuclease P/MRP 25 subunit	Rpp25
ENSMUSG00000062310	4	0.994	7.001	2	8	3.871	glutamine repeat protein 1	Glrp1
ENSMUSG00000062312	268	124	140	263	207	564	erb-b2 receptor tyrosine kinase 2	Erbb2
ENSMUSG00000062314	8.059	11.904	9.062	9.314	10.74	16.499	olfactory receptor 1505	Olfr1505
ENSMUSG00000062327	0	0	0	0	0	0	brachyury, T-box transcription factor T	T
ENSMUSG00000062328	450.229	975.622	1057.3	829.635	934.456	1174.956	ribosomal protein L17	Rpl17
ENSMUSG00000062329	1	0	3	0	0	0	cytokine-like 1	Cytl1
ENSMUSG00000062342	12880.285	20785.405	27812.64	17915.79	24997.514	16469.402	serine (or cysteine) peptidase inhibitor, clade B, member 9e	Serpinb9e
ENSMUSG00000062345	3	2.555	8.91	1	4	3	serine (or cysteine) peptidase inhibitor, clade B, member 2	Serpinb2
ENSMUSG00000062352	284	516.001	528	476	435.001	579.001	integrin beta 1 binding protein 1	Itgb1bp1
ENSMUSG00000062369	0	0	0	0	0	0	ubiquitin specific peptidase 17-like B	Usp17lb
ENSMUSG00000062372	3	6	13	1	2	3	otoferlin	Otof
ENSMUSG00000062373	1098	881.482	1549	1231	1913	1660	transmembrane protein 65	Tmem65
ENSMUSG00000062376	278.801	366.092	487.447	308.577	349.076	392.035	BLOC-1 related complex subunit 7	Borcs7
ENSMUSG00000062380	1667.663	2338	2477.998	1073	1415.489	2020.999	tubulin, beta 3 class III	Tubb3
ENSMUSG00000062382	1207.002	1564.619	2408.249	1563.516	1862.158	2416.965	ferritin light polypeptide, pseudogene 2	Ftl1-ps2
ENSMUSG00000062393	321	216	379	166	319	226	diacylglycerol kinase kappa	Dgkk
ENSMUSG00000062397	2689.536	2810.127	3805.54	3008.872	3484.402	4018.701	zinc finger protein 706	Zfp706
ENSMUSG00000062400	0	0	0	0	0	0	keratin associated protein 6-5	Krtap6-5
ENSMUSG00000062410	5.789	5.198	4.48	30.197	5.88	23.936	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 3	Hsd3b3
ENSMUSG00000062421	2250	1745	2700	2285	3186	3630	ADP-ribosylation factor 2	Arf2
ENSMUSG00000062426	0	1	0	0	0	0	olfactory receptor 304	Olfr304
ENSMUSG00000062432	0	0	0	0	1	0	cytochrome P450, family 26, subfamily c, polypeptide 1	Cyp26c1
ENSMUSG00000062433	0	0	0	0	0	0	keratin associated protein 6-2	Krtap6-2
ENSMUSG00000062434	0	0	0	0	0	0	olfactory receptor 516	Olfr516
ENSMUSG00000062438	0	0	0	0	0	0	a disintegrin and metallopeptidase domain 1b	Adam1b
ENSMUSG00000062444	83	55	72	41.001	76.999	74.999	adaptor-related protein complex 3, beta 2 subunit	Ap3b2
ENSMUSG00000062456	0	0	3.876	0	0	0	ribosomal protein L9, pseudogene 6	Rpl9-ps6
ENSMUSG00000062464	0	0	0	0	0	0	cytochrome P450, family 4, subfamily f, polypeptide 37	Cyp4f37
ENSMUSG00000062478	0	0	0	0	0	0	chymotrypsin C (caldecrin)	Ctrc
ENSMUSG00000062480	41.096	23.79	20.454	81.26	10.736	126.265	acetyl-Coenzyme A acetyltransferase 3	Acat3
ENSMUSG00000062483	0	0	0	0	0	0	vomeronasal 1 receptor 171	Vmn1r171
ENSMUSG00000062488	32.428	34.628	68.431	16.656	31.354	34.994	interferon-induced protein with tetratricopeptide repeats 3B	Ifit3b
ENSMUSG00000062497	0	0	0	0	0	0	olfactory receptor 1411	Olfr1411
ENSMUSG00000062510	67.808	59.971	87.299	100.298	92.838	103.549	NSL1, MIS12 kinetochore complex component	Nsl1
ENSMUSG00000062511	0	0	0	0	0	0	RIKEN cDNA 4930512M02 gene	4930512M02Rik
ENSMUSG00000062515	2374	4105	4609	5465	6756	5729	fatty acid binding protein 4, adipocyte	Fabp4
ENSMUSG00000062518	1.68	3.22	4.451	1.273	5.632	1.852	zinc finger protein 534	Zfp534
ENSMUSG00000062519	105.521	69.323	86.884	113.352	111.919	193.911	zinc finger protein 398	Zfp398
ENSMUSG00000062524	0	1	1	0	0	2	natural cytotoxicity triggering receptor 1	Ncr1
ENSMUSG00000062526	317.94	282.898	536	319	485.001	318.605	metallophosphoesterase 1	Mppe1
ENSMUSG00000062527	0	0	0	0	0	0	olfactory receptor 1408	Olfr1408
ENSMUSG00000062528	0	0	0	0	0	0	taste receptor, type 2, member 109	Tas2r109
ENSMUSG00000062542	12	10	13	16	30	18	synaptotagmin IX	Syt9
ENSMUSG00000062545	15	14	25	6	17	14	toll-like receptor 12	Tlr12
ENSMUSG00000062546	1.341	2.002	13.227	1.017	6.048	4.006	vomeronasal 1 receptor, A8	V1ra8
ENSMUSG00000062551	597.196	545.228	2138.082	520.46	1086.093	622.004	Prolactin family 2, subfamily c, member 1	Prl2c1
ENSMUSG00000062553	1.023	2.08	6.805	4.327	9.11	3.837	NA	NA
ENSMUSG00000062556	0	0	0	0	0	0	secretoglobin, family 1B, member 2	Scgb1b2
ENSMUSG00000062563	169	114	174	131.001	189	285	cystin 1	Cys1
ENSMUSG00000062564	0	0	0	0	0	0	testis expressed 28	Tex28
ENSMUSG00000062580	1006.028	1559.045	1767.207	1432.633	1601.413	1778.772	translocase of inner mitochondrial membrane 17a	Timm17a
ENSMUSG00000062585	16.402	11.052	18.066	15.067	19.576	29.078	cannabinoid receptor 2 (macrophage)	Cnr2
ENSMUSG00000062590	194.721	160.99	236.007	178.694	218.842	289.011	armadillo repeat containing 9	Armc9
ENSMUSG00000062591	920.867	1082.93	1020.157	1358.136	2643.787	1619.208	tubulin, beta 4A class IVA	Tubb4a
ENSMUSG00000062593	0	0	8.366	0	3.586	0	leukocyte immunoglobulin-like receptor, subfamily B, member 4A	Lilrb4a
ENSMUSG00000062598	0	0	0	0	0	0	vomeronasal 1 receptor 178	Vmn1r178
ENSMUSG00000062604	583.641	596.155	815.887	534.042	924.06	865.001	serine/arginine-rich protein specific kinase 2	Srpk2
ENSMUSG00000062608	0	0	0	0	0	0	olfactory receptor 195	Olfr195
ENSMUSG00000062609	631.169	162.556	465.354	299.87	207.838	1231.815	potassium inwardly-rectifying channel, subfamily J, member 15	Kcnj15
ENSMUSG00000062619	109	174	225	157	144	189	RIKEN cDNA 2310039H08 gene	2310039H08Rik
ENSMUSG00000062621	0	0	0	0	0	0	olfactory receptor 911, pseudogene 1	Olfr911-ps1
ENSMUSG00000062624	15.933	9.47	5.204	33.023	0	71.25	cytochrome P450, family 2, subfamily c, polypeptide 67	Cyp2c67
ENSMUSG00000062627	397.925	259.586	484.361	354.885	555.107	548.843	myb-like, SWIRM and MPN domains 1	Mysm1
ENSMUSG00000062629	0	0	0	0	0	0	olfactory receptor 114	Olfr114
ENSMUSG00000062638	0	0	0	0	0	0	butyrophilin-like 1	Btnl1
ENSMUSG00000062646	269.725	219.55	367.843	264.218	412.832	379.918	glucosidase, alpha; neutral C	Ganc
ENSMUSG00000062647	6661.768	10786.168	13629.196	11199.356	10810.039	11120.343	ribosomal protein L7A	Rpl7a
ENSMUSG00000062649	0	0	0	0	0	1	olfactory receptor 44	Olfr44
ENSMUSG00000062651	1	0	0	0	0	0	H2A histone family member L2A	H2al2a
ENSMUSG00000062661	36	22	55	42	66	62	neuronal calcium sensor 1	Ncs1
ENSMUSG00000062683	94.847	124.289	176.753	133.263	158.446	142.859	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)	Atp5g2
ENSMUSG00000062687	0	0	0	0	0	0	CDC28 protein kinase 1b, retrogene	Cks1brt
ENSMUSG00000062691	245	373	431	373	350	431.861	CCAAT/enhancer binding protein (C/EBP), zeta, opposite strand	Cebpzos
ENSMUSG00000062694	0	0	0	0	0	1	caveolin 3	Cav3
ENSMUSG00000062705	141865.444	156046.274	255143.829	97812.727	120516.8	161232.372	trophoblast specific protein beta	Tpbpb
ENSMUSG00000062712	0	0	0	0	0	0	olfactory receptor 531	Olfr531
ENSMUSG00000062713	4	6	8	2	7	7	single-minded family bHLH transcription factor 2	Sim2
ENSMUSG00000062727	3.498	0	0	3.741	0	5.116	H2B clustered histone 12	H2bc12
ENSMUSG00000062729	242.999	232	369.001	299	381	322	protoporphyrinogen oxidase	Ppox
ENSMUSG00000062732	0	0	0	0	0	0	Ly6/Plaur domain containing 4	Lypd4
ENSMUSG00000062737	11.462	0	17.397	19.066	11.656	11.679	prolactin family 3, subfamily d, member 1	Prl3d2
ENSMUSG00000062743	26	23	48	29	43	70	zinc finger protein 677	Zfp677
ENSMUSG00000062751	0	0	0	0	0	1	protease, serine 1 (trypsin 1)	Prss1
ENSMUSG00000062753	404.015	426.808	691.198	497.165	685.172	703.819	expressed sequence AI413582	AI413582
ENSMUSG00000062757	0	0	0	0	0	0	olfactory receptor 1206	Olfr1206
ENSMUSG00000062760	31	7	24	40	106.999	25	shisa like 1	Shisal1
ENSMUSG00000062761	318.03	313.716	544.447	330	481.062	492.011	zinc finger protein 512	Zfp512
ENSMUSG00000062762	1424.157	1255.024	1933	1471.043	2119.599	2113.074	etoposide induced 2.4 mRNA	Ei24
ENSMUSG00000062773	1	2	1	0	1	4	testis expressed gene 101	Tex101
ENSMUSG00000062778	1	0	1	1	0	0	chitinase, acidic 1	Chia1
ENSMUSG00000062782	0	0	1.001	0	0	0	olfactory receptor 527	Olfr527
ENSMUSG00000062785	5	2	2	1.113	11	9	potassium voltage gated channel, Shaw-related subfamily, member 3	Kcnc3
ENSMUSG00000062791	0	0	0	0	0	0	predicted gene 382	Gm382
ENSMUSG00000062793	0	0	0	0	0	0	olfactory receptor 1158	Olfr1158
ENSMUSG00000062794	37	27	50	42	77	49	zinc finger protein 599	Zfp599
ENSMUSG00000062797	478.999	787	975	746.977	756	824.574	heat shock protein nuclear import factor	Hikeshi
ENSMUSG00000062814	0	0	0	0	0	0	NA	NA
ENSMUSG00000062818	0	0	0	0	0	0	vomeronasal 1 receptor 51	Vmn1r51
ENSMUSG00000062822	396.97	458.668	666.016	454.868	745.888	615.003	RIKEN cDNA 4833420G17 gene	4833420G17Rik
ENSMUSG00000062825	49728.565	67955.013	89580.949	60568.032	93607.034	84535.309	actin, gamma, cytoplasmic 1	Actg1
ENSMUSG00000062826	6.919	6.005	1.146	2.076	3.007	9.229	carboxylesterase 2F	Ces2f
ENSMUSG00000062833	0	0	0	0	0	0	seminal vesicle antigen-like 3	Sval3
ENSMUSG00000062844	0	0	0	0	0	0	olfactory receptor 1458	Olfr1458
ENSMUSG00000062859	9	6	6.078	7.293	5	6	t-complex protein 11	Tcp11
ENSMUSG00000062861	109.001	92	163	129	185.501	135.999	zinc finger protein 28	Zfp28
ENSMUSG00000062866	353	282	458	415	429	603.999	phosphatase and actin regulator 2	Phactr2
ENSMUSG00000062867	891.851	1273.689	1532.074	1380.938	1815.42	1610.874	inosine monophosphate dehydrogenase 2	Impdh2
ENSMUSG00000062868	0	0	0	0	0	0	olfactory receptor 830	Olfr830
ENSMUSG00000062873	0	0	0	0	0	0	olfactory receptor 1355	Olfr1355
ENSMUSG00000062878	0	0	0	0	0	0	olfactory receptor 298	Olfr298
ENSMUSG00000062892	0	0	0	0	0	0	olfactory receptor 1450	Olfr1450
ENSMUSG00000062901	830.413	439.753	1006.89	636.723	1169.153	1140.452	kelch-like 24	Klhl24
ENSMUSG00000062905	0	0	1	0	1	2	vomeronasal 1 receptor 32	Vmn1r32
ENSMUSG00000062906	143	156	203.999	161	230	213	histone deacetylase 10	Hdac10
ENSMUSG00000062908	3134.925	3561.973	4402.001	3559.97	3830.835	5265	acyl-Coenzyme A dehydrogenase, medium chain	Acadm
ENSMUSG00000062914	0	0	0	0	0	0	olfactory receptor 777	Olfr777
ENSMUSG00000062929	1878	1966.999	2830	2118	3092	2896.999	cofilin 2, muscle	Cfl2
ENSMUSG00000062931	91.006	67	87	103.129	77	139.562	zinc finger protein 938	Zfp938
ENSMUSG00000062937	499	651	726	706	770	848	methylthioadenosine phosphorylase	Mtap
ENSMUSG00000062939	7	1	15	10	11	16	signal transducer and activator of transcription 4	Stat4
ENSMUSG00000062944	66	78	100	71	93	133	RIKEN cDNA 9130023H24 gene	9130023H24Rik
ENSMUSG00000062949	133	53	127	106.001	192	162	ATPase, class VI, type 11C	Atp11c
ENSMUSG00000062952	0	0	0	0	0	0	taste receptor, type 2, member 110	Tas2r110
ENSMUSG00000062960	820	377	1060	644	1499	1249	kinase insert domain protein receptor	Kdr
ENSMUSG00000062961	2	0	3	3	2	4	coiled-coil domain containing 177	Ccdc177
ENSMUSG00000062963	932.347	1501	1529.744	1445	1213.004	1795.775	ubiquitin-fold modifier conjugating enzyme 1	Ufc1
ENSMUSG00000062980	145	123	222	261	451.999	451	cadherin-like and PC-esterase domain containing 1	Cped1
ENSMUSG00000062981	436.266	646.078	678.657	594.21	596.727	737.531	mitochondrial ribosomal protein L42	Mrpl42
ENSMUSG00000062987	6.534	6.127	6.803	11.649	15.756	9.642	olfactory receptor 715B	Olfr715b
ENSMUSG00000062991	16.999	4	27	19	27	33	neuregulin 1	Nrg1
ENSMUSG00000062995	270	292	404.999	206	245	360.999	islet cell autoantigen 1	Ica1
ENSMUSG00000062997	135.475	370.349	503.525	656.531	398.061	365.261	ribosomal protein L35	Rpl35
ENSMUSG00000063011	865.187	247.254	1376.027	956.001	1589.001	1559.151	mesothelin	Msln
ENSMUSG00000063015	2393.486	2166.875	3309.006	2997.689	4161.455	4272.35	cyclin I	Ccni
ENSMUSG00000063019	674	756	1095	731	1148	1084	mannosidase, beta A, lysosomal-like	Manbal
ENSMUSG00000063020	0	0	0	0	0	0	olfactory receptor 194	Olfr194
ENSMUSG00000063021	0	0	0	0	1.342	0	H2A clustered histone 15	H2ac15
ENSMUSG00000063047	119.699	131.159	207.02	172.621	219.386	261.221	zinc finger protein 780B	Zfp780b
ENSMUSG00000063049	862	1231	1493	1016	1369	1292	inhibitor of growth family, member 2	Ing2
ENSMUSG00000063052	321	351	389	407.001	504.999	494	leucine rich repeat containing 40	Lrrc40
ENSMUSG00000063058	0	0	0	2	0	0	proline rich 23A, member 2	Prr23a2
ENSMUSG00000063060	108.012	103.981	197.116	181.033	218.002	123.642	SRY (sex determining region Y)-box 7	Sox7
ENSMUSG00000063063	10.501	20	14	18	20	17	catenin (cadherin associated protein), alpha 2	Ctnna2
ENSMUSG00000063065	1376.001	1526	1745	1705.999	1415	3563	mitogen-activated protein kinase 3	Mapk3
ENSMUSG00000063077	834.013	357.184	883.005	680.003	1372.059	1138.991	kinesin family member 1B	Kif1b
ENSMUSG00000063089	0	0	0	0	0	0	kallikrein 1-related peptidase b8	Klk1b8
ENSMUSG00000063106	0	0	0	0	0	0	olfactory receptor 1510	Olfr1510
ENSMUSG00000063108	242.816	116.722	253.985	261.081	364.024	388.428	zinc finger protein 26	Zfp26
ENSMUSG00000063116	0	2.865	0	0	0	0	olfactory receptor 410	Olfr410
ENSMUSG00000063120	0	0	0	0	0	0	olfactory receptor 480	Olfr480
ENSMUSG00000063129	2	0	0	1	2	2	aldolase 1 A, retrogene 2	Aldoart2
ENSMUSG00000063130	17	31	11	88	4	113	calmodulin-like 3	Calml3
ENSMUSG00000063133	5	11	42	2.997	1	7	kallikrein 1-related peptidase b1	Klk1b1
ENSMUSG00000063137	0	0	0	0	0	0	olfactory receptor 176	Olfr176
ENSMUSG00000063142	3	1	3.01	3	3	5	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	Kcnma1
ENSMUSG00000063145	183.004	273.001	334.988	237	291	338.602	Bardet-Biedl syndrome 5 (human)	Bbs5
ENSMUSG00000063146	3031	2577	3710	2589	5217.999	3892	CAP-GLY domain containing linker protein 2	Clip2
ENSMUSG00000063157	0	0	0	0	0	0	casein beta	Csn2
ENSMUSG00000063160	309.012	246.004	432.107	394.555	611.009	545.573	numb-like	Numbl
ENSMUSG00000063163	0	0	0	0	0	2	spermatogenesis associated glutamate (E)-rich protein 2	Speer2
ENSMUSG00000063172	218	362.37	441.562	279.392	314.913	344.39	heat shock protein family B (small), member 11	Hspb11
ENSMUSG00000063173	0	0	0	0	0	0	olfactory receptor 811	Olfr811
ENSMUSG00000063176	0	0	0	0	0	0	olfactory receptor 955	Olfr955
ENSMUSG00000063177	1.042	4.142	0	0	3.05	0	kallikrein 1-related peptidase b27	Klk1b27
ENSMUSG00000063179	92.03	132.056	161.058	168.013	107.064	229.921	phosphoseryl-tRNA kinase	Pstk
ENSMUSG00000063188	10.62	13.387	11.426	14.803	3.888	4.558	olfactory receptor 107	Olfr107
ENSMUSG00000063193	8	5	16	7	16	11	CD300 molecule like family member B	Cd300lb
ENSMUSG00000063200	711	1031.001	1327	941	1233.999	1339.998	nucleolar protein 7	Nol7
ENSMUSG00000063206	0	0	0	0	0	0	defensin, alpha, 34	Defa34
ENSMUSG00000063216	0	0	0	0	0	2	olfactory receptor 1351	Olfr1351
ENSMUSG00000063221	0	0	0	0	0	0	olfactory receptor 930	Olfr930
ENSMUSG00000063225	0	0	0	0	0	0	olfactory receptor 917	Olfr917
ENSMUSG00000063229	11168.024	17982.066	18909.964	14095.169	16139.62	22052.72	lactate dehydrogenase A	Ldha
ENSMUSG00000063230	0	0	0	0	1	0	olfactory receptor 535	Olfr535
ENSMUSG00000063232	6	1	2	5	0	5	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11	Serpina11
ENSMUSG00000063234	2	0	9	0	6	1	G protein-coupled receptor 84	Gpr84
ENSMUSG00000063235	330.999	415.001	512	552.016	404	770	protein tyrosine phosphatase, mitochondrial 1	Ptpmt1
